category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievanceswithgoodrating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
"Helicopter - General Aviation",NA,"Heritage Aviation",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Helicopter - General Aviation",NA,"Bharat Hotels Ltd",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Helicopter - General Aviation",NA,"Thumby Aviation",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
DGCA,DGCA,MRO,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Customs,Mumbai,Departure,7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,1,7,7,0,0,0
Customs,Delhi,Other,25,0,0,25,25,0,NA,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0
Customs,Varanasi,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Kochi,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Customs,Bhubaneswar,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Tiruchirappalli,Departure,2,1,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Customs,Coimbatore,Arrival,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Customs,Ahmedabad,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Customs,Vijayawada,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Jaipur,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Customs,Leh,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Visakhapatnam,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Lucknow,Arrival,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Immigration,Kochi,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Bengaluru,Other,5,0,0,5,5,0,NA,5,0,0,0,0,0,0,1,0,1,5,5,0,0,0
Airport,Hyderabad,"Staff / Crew behavoiur",16,0,0,15,15,0,NA,16,0,0,0,0,0,0,0,0,0,16,16,0,0,0
Airport,Thiruvananthapuram,"Seating / Waiting Area",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Malda,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airport,Akola,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kandla,Other,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,2,0,2,4,4,0,0,0
Airport,Calicut,"Taxi / Parking",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Nagpur,,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0
Airport,Nagpur,"Air Conditioning / Maintenance",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Nagpur,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Aurangabad,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airport,Madurai,"Cleanliness / Hygiene",5,0,0,3,3,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Madurai,"Retail Shops / Food & Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Madurai,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Madurai,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bagdogra,"Baggage / Lost & Found ",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Bagdogra,"Retail Shops / Food &amp; Beverage",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Gaya,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Gaya,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,MIHAN,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Dimapur,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Lucknow,"Staff / Crew behavoiur",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Pondicherry,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolhapur,"Baggage / Lost & Found ",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Kolhapur,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolhapur,"Taxi / Parking",3,0,0,2,2,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Visakhapatnam,"Baggage / Lost &amp; Found ",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Visakhapatnam,"Person With Disability",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Amritsar,"Air Conditioning / Maintenance",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Amritsar,"Baggage / Lost & Found ",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Amritsar,"Seating / Waiting Area",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Salem,Other,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Leh,"Baggage / Lost &amp; Found ",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Leh,Other,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Rajahmundry,"Air Conditioning / Maintenance",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Patna,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airport,Patna,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Airport,Jodhpur,Other,7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Ludhiana,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Port Blair","Retail Shops / Food &amp; Beverage",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,"Port Blair","Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,"Kannur International Airport","Taxi / Parking",5,0,0,2,2,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Ahmedabad,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jaipur,"Seating / Waiting Area",17,0,0,15,15,0,NA,17,0,0,0,0,0,0,0,0,0,17,17,0,0,0
Airport,Jaipur,"Signages / Flight Display",5,0,0,4,4,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Bengaluru,"Seating / Waiting Area",13,0,0,13,13,0,NA,13,0,0,0,0,0,0,0,0,0,13,13,0,0,0
Airport,Ranchi,"Air Conditioning / Maintenance",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Ranchi,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Indore,"Seating / Waiting Area",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Indore,"Staff / Crew behavoiur",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Indore,"Trolly / Ameniites / Buggy / Wifi",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Vadodara,"Baggage / Lost &amp; Found ",2,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Vadodara,"Cleanliness / Hygiene",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Vadodara,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Silchar,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tuticorin,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tuticorin,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kanpur,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Chandigarh,"Air Conditioning / Maintenance",4,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Gwalior,"Baggage / Lost &amp; Found ",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Pune,"Staff / Crew behavoiur",8,0,0,7,7,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airport,Tirupati,"Retail Shops / Food & Beverage",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Airport,Tirupati,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Darbhanga,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Darbhanga,"Seating / Waiting Area",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Surat,"Baggage / Lost & Found ",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Coimbatore,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Pantnagar,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jharsuguda,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jammu,"Air Conditioning / Maintenance",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jammu,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jammu,"Baggage / Lost &amp; Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jammu,Other,9,0,0,9,9,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Airport,Khajuraho,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Dibrugarh,"Air Conditioning / Maintenance",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Dibrugarh,"Baggage / Lost &amp; Found ",3,0,0,1,1,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Dibrugarh,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Agartala,Other,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Tiruchirappalli,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tiruchirappalli,"Trolly / Ameniites / Buggy / Wifi",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Srinagar,"Air Conditioning / Maintenance",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Srinagar,"Trolly / Ameniites / Buggy / Wifi",4,0,0,3,3,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Mysore,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mysore,"Taxi / Parking",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Shirdi Airport","Baggage / Lost &amp; Found ",3,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,"Shirdi Airport","Retail Shops / Food &amp; Beverage",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Kangra,"Retail Shops / Food &amp; Beverage",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kangra,"Taxi / Parking",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Security,Gaya,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Indore,"Terminal Entry",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Security,Vijayawada,"Security Check",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Hubli,"Security Check",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Bagdogra,"Security Check",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Security,Patna,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Jabalpur,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Belgaum,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Belgaum,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Aurangabad,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Aurangabad,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Bhubaneswar,Other,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Bhubaneswar,"Terminal Entry",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Varanasi,"Security Check",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Security,Ranchi,"Security Check",9,0,0,9,9,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Security,Kadapa,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Jodhpur,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Goa,"Terminal Entry",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Thiruvananthapuram,"Security Check",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Security,Kochi,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Kochi,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Dehradun,"Terminal Entry",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Jaipur,"Security Check",9,0,0,8,8,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Security,Surat,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Shimla,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Agartala,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Tirupati,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air India",NA,7,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,GoAir,NA,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,"Jet Airways",NA,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport,Chennai,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,NA,,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGCA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,Aeroflot,"Ticketing, Fares & Refunds",31,0,0,31,31,0,NA,27,4,3,1,0,0,0,0,0,0,31,27,4,3,1
Airline,"Emirates Airline",Baggage,77,2,0,61,61,0,NA,72,3,2,1,0,0,0,0,0,0,77,73,4,3,1
Airline,"Qatar Airways","Ticketing, Fares &amp; Refunds",61,0,0,25,25,0,NA,56,5,3,1,0,1,0,0,0,3,61,56,5,4,1
Airline,"Air Costa",Other,6,0,0,6,6,0,NA,4,2,2,0,0,0,0,0,0,0,6,4,2,1,1
Airline,"Air Asia Berhad (Intl Tickets)","Check-in &amp; Boarding",36,0,0,28,28,0,NA,31,5,4,0,0,0,1,0,0,1,36,31,5,3,2
Airline,GoAir,"Flight Delays",1247,0,0,1106,1106,0,NA,1135,112,103,3,4,0,2,15,0,38,1247,1110,137,134,3
Airline,GoAir,Other,948,0,0,946,946,0,NA,867,81,67,9,1,1,3,14,0,17,948,860,88,80,8
Airline,"Air India","Check-in & Boarding",1004,0,0,999,999,2,NA,883,121,90,7,6,8,10,4,0,43,1004,842,162,144,18
Airline,"Air India","Check-in &amp; Boarding",891,0,0,870,870,0,NA,822,69,52,8,3,2,4,0,0,1,891,813,78,61,17
Airline,"Air India",Cleanliness,87,0,0,65,65,0,NA,78,9,7,0,1,1,0,2,0,2,87,76,11,9,2
Airline,"Air India","Flight Delays",3176,0,0,3030,3030,0,NA,2852,324,254,42,15,8,5,12,0,132,3176,2716,460,416,44
Airline,Lufthansa,Other,34,1,0,31,31,0,NA,28,5,3,0,1,1,0,0,0,0,34,28,6,4,2
Airline,"Etihad Airways","Ticketing, Fares & Refunds",146,1,0,143,143,0,NA,131,14,11,1,1,0,1,1,0,2,146,131,15,14,1
Airline,"Air India Express","Ticketing, Fares & Refunds",1227,0,0,1227,1227,0,NA,990,237,174,21,15,13,14,6,0,13,1227,989,238,222,16
Airline,FlyBig,"Ticketing, Fares &amp; Refunds",53,0,0,49,49,0,NA,52,1,0,0,0,1,0,0,0,0,53,51,2,1,1
Airline,"Jet Airways",Meal,49,0,0,49,49,0,NA,40,9,9,0,0,0,0,0,0,0,49,39,10,9,1
Airline,"Jet Airways","Staff / Crew Behavior",71,0,0,71,71,0,NA,60,11,11,0,0,0,0,3,0,3,71,58,13,11,2
Airline,"Alliance Air (India)","Check-in &amp; Boarding",60,0,0,32,32,0,NA,58,2,1,0,1,0,0,0,0,1,60,57,3,2,1
Airline,"Turkish Airlines","Ticketing, Fares &amp; Refunds",50,0,0,48,48,0,NA,46,4,3,1,0,0,0,0,0,0,50,46,4,2,2
Airline,"Air Arabia",Baggage,21,0,0,21,21,0,NA,21,0,0,0,0,0,0,0,0,0,21,20,1,0,1
Airline,Vistara,"Check-in &amp; Boarding",397,0,0,371,371,0,NA,357,40,36,1,1,0,2,0,0,2,397,353,44,36,8
Airline,IndiGo,Baggage,2765,1,0,2759,2759,0,NA,2448,316,278,16,12,4,6,12,0,20,2765,2437,328,294,34
Airline,IndiGo,Cleanliness,98,0,0,84,84,0,NA,82,16,13,1,1,0,1,0,0,3,98,81,17,12,5
Airline,IndiGo,Other,1526,0,0,1522,1522,0,NA,1370,156,114,20,10,4,8,25,0,37,1526,1357,169,140,29
Airline,IndiGo,"Ticketing, Fares &amp; Refunds",1906,0,1,1905,1905,0,NA,1722,183,157,6,8,3,9,0,0,7,1906,1706,200,166,34
Airline,"Air Mauritius","Ticketing, Fares &amp; Refunds",23,0,0,13,13,0,NA,21,2,0,0,0,1,1,0,0,0,23,21,2,1,1
Airline,"Srilankan Airways","Ticketing, Fares &amp; Refunds",47,0,0,34,34,0,NA,44,3,2,0,0,1,0,0,0,5,47,44,3,2,1
Airline,"Akasa Air",Other,121,2,0,114,114,0,NA,110,9,6,3,0,0,0,0,0,0,121,111,10,8,2
Airline,"Malindo Airways",Baggage,46,0,0,43,43,0,NA,39,7,5,1,0,1,0,0,0,0,46,39,7,6,1
Airline,"Bhutan Airlines","Ticketing, Fares & Refunds",4,0,0,3,3,0,NA,3,1,0,0,0,1,0,1,0,1,4,3,1,0,1
Airline,SpiceJet,"Flight Delays",3634,0,0,3608,3608,0,NA,3221,413,315,39,28,19,12,8,0,11,3634,3203,431,386,45
DGCA,DGCA,"Air Worthiness",69,0,0,69,69,0,NA,63,6,4,0,1,1,0,0,0,0,69,63,6,5,1
DGCA,DGCA,License,20,0,1,19,19,0,NA,19,0,0,0,0,0,0,0,0,0,20,17,3,0,3
Airport,Thiruvananthapuram,Other,19,0,0,19,19,0,NA,17,2,0,1,0,0,1,0,0,2,19,14,5,4,1
Airport,Delhi,"Retail Shops / Food & Beverage",43,0,0,43,43,0,NA,34,9,5,2,1,0,1,0,0,1,43,33,10,8,2
Airport,Kochi,Other,19,0,0,19,19,0,NA,17,2,0,0,0,0,2,1,0,1,19,17,2,0,2
Airport,Visakhapatnam,"Trolly / Ameniites / Buggy / Wifi",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,4,1,0,1
Airport,Patna,"Signages / Flight Display",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Airport,Ahmedabad,"Taxi / Parking",50,0,0,49,49,0,NA,43,7,3,2,1,0,1,0,0,0,50,38,12,8,4
Airport,Vijayawada,Other,7,0,0,7,7,0,NA,6,1,0,0,1,0,0,0,0,0,7,5,2,0,2
Airport,Ranchi,Other,15,0,0,15,15,0,NA,12,3,1,0,1,1,0,0,0,0,15,12,3,1,2
Airport,Raipur,Other,16,0,0,16,16,0,NA,13,3,0,1,1,0,1,0,0,0,16,13,3,2,1
Airport,Pune,"Retail Shops / Food &amp; Beverage",30,0,0,30,30,0,NA,27,3,2,1,0,0,0,1,0,0,30,27,3,2,1
Airport,Udaipur,"Taxi / Parking",1,0,0,1,1,0,NA,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
Airport,Surat,"Seating / Waiting Area",16,0,0,16,16,0,NA,12,4,3,0,0,1,0,0,0,0,16,12,4,3,1
Airport,Kolkata,Other,112,0,0,112,112,0,NA,106,6,4,0,0,2,0,2,0,2,112,106,6,4,2
Airport,Kolkata,"Signages / Flight Display",20,0,0,20,20,0,NA,19,1,0,0,0,0,1,0,0,1,20,19,1,0,1
Airport,Kolkata,"Trolly / Ameniites / Buggy / Wifi",41,0,0,38,38,0,NA,37,4,3,0,0,0,1,0,0,0,41,34,7,6,1
Security,Ahmedabad,"Terminal Entry",8,0,0,8,8,0,NA,7,1,1,0,0,0,0,0,0,0,8,7,1,0,1
Airline,Aeroflot,"Check-in & Boarding",7,0,0,7,7,0,NA,5,2,2,0,0,0,0,0,0,0,7,5,2,2,0
Airline,"Emirates Airline",Other,29,0,0,23,23,0,NA,28,1,0,0,1,0,0,0,0,0,29,28,1,1,0
Airline,"Qatar Airways","Check-in & Boarding",23,0,0,22,22,0,NA,19,4,4,0,0,0,0,0,0,1,23,19,4,4,0
Airline,"Qatar Airways","Flight Delays",28,0,0,10,10,0,NA,26,2,1,0,1,0,0,0,0,0,28,26,2,2,0
Airline,"Air Asia Berhad (Intl Tickets)","Flight Delays",34,0,0,16,16,0,NA,31,3,2,1,0,0,0,0,0,0,34,31,3,3,0
Airline,"Air Asia Berhad (Intl Tickets)","Staff / Crew Behavior",6,0,0,6,6,1,NA,4,2,1,1,0,0,0,0,0,0,6,4,2,2,0
Airline,"Ethiopian Airlines","Check-in &amp; Boarding",11,0,0,4,4,0,NA,9,2,1,1,0,0,0,0,0,0,11,9,2,2,0
Airline,GoAir,Cleanliness,4,0,0,4,4,0,NA,3,1,0,1,0,0,0,0,0,0,4,3,1,1,0
Airline,GoAir,Maintenance,22,0,0,22,22,0,NA,20,2,1,1,0,0,0,0,0,0,22,20,2,2,0
Airline,"Air China",Baggage,6,0,0,6,6,0,NA,6,0,0,0,0,0,0,1,0,2,6,5,1,1,0
Airline,"Air France","Check-in &amp; Boarding",14,0,0,2,2,0,NA,13,1,1,0,0,0,0,0,0,0,14,13,1,1,0
Airline,"Alliance Air (India)","Staff / Crew Behavior",33,0,0,32,32,0,NA,31,2,2,0,0,0,0,0,0,0,33,31,2,2,0
Airline,"VietJet Air","Flight Delays",42,0,1,3,3,0,NA,40,1,0,0,1,0,0,0,0,0,42,41,1,1,0
Airline,"Cathay Pacific","Flight Delays",6,0,0,5,5,0,NA,6,0,0,0,0,0,0,0,0,2,6,4,2,2,0
Airline,"Air Arabia","Check-in &amp; Boarding",24,0,0,14,14,0,NA,20,4,4,0,0,0,0,0,0,1,24,20,4,4,0
Airline,"Oman Airlines",Other,11,0,0,11,11,0,NA,10,1,1,0,0,0,0,0,0,0,11,10,1,1,0
Airline,"Oman Airlines","Staff / Crew Behavior",5,0,0,5,5,0,NA,4,1,1,0,0,0,0,0,0,0,5,4,1,1,0
Airline,"Oman Airlines","Ticketing, Fares &amp; Refunds",33,0,0,30,30,0,NA,31,2,2,0,0,0,0,0,0,0,33,31,2,2,0
Airline,"KLM Airlines",Baggage,17,0,0,13,13,0,NA,16,1,1,0,0,0,0,0,0,1,17,15,2,2,0
