category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievanceswithgoodrating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airport,Ludhiana,"Cleanliness / Hygiene",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Airport,"Port Blair","Baggage / Lost &amp; Found ",8,0,0,8,8,0,NA,7,1,0,1,0,0,0,0,0,0,8,7,1,1,0
Airport,Ahmedabad,"Staff / Crew behavoiur",20,0,0,17,17,0,NA,19,1,0,0,1,0,0,0,0,1,20,19,1,1,0
Airport,Jaipur,Other,27,0,0,27,27,0,NA,26,1,0,0,0,0,1,0,0,0,27,26,1,1,0
Airport,Jaipur,"Staff / Crew behavoiur",8,0,0,8,8,0,NA,7,1,1,0,0,0,0,0,0,0,8,7,1,1,0
Airport,Jaipur,"Taxi / Parking",9,0,0,9,9,0,NA,8,1,1,0,0,0,0,0,0,0,9,8,1,1,0
Airport,Ranchi,"Cleanliness / Hygiene",8,0,0,8,8,0,NA,6,2,1,0,1,0,0,0,0,0,8,6,2,2,0
Airport,Indore,"Retail Shops / Food & Beverage",3,0,0,3,3,0,NA,1,2,2,0,0,0,0,0,0,0,3,1,2,2,0
Airport,Allahabad,Other,3,0,0,3,3,0,NA,2,1,0,0,1,0,0,0,0,0,3,2,1,1,0
Airport,Raipur,"Taxi / Parking",51,0,0,50,50,0,NA,44,7,7,0,0,0,0,0,0,2,51,44,7,7,0
Airport,Chandigarh,"Taxi / Parking",14,0,0,11,11,0,NA,13,1,0,0,0,1,0,0,0,3,14,12,2,2,0
Airport,Tirupati,"Seating / Waiting Area",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0
Airport,Guwahati,"Staff / Crew behavoiur",7,0,0,6,6,0,NA,6,1,1,0,0,0,0,0,0,0,7,6,1,1,0
Airport,Chennai,"Taxi / Parking",74,0,0,74,74,0,NA,67,7,5,0,1,1,0,0,0,0,74,67,7,7,0
Airport,Darbhanga,"Trolly / Ameniites / Buggy / Wifi",2,0,0,2,2,0,NA,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0
Airport,Surat,"Signages / Flight Display",9,0,0,9,9,0,NA,7,2,2,0,0,0,0,0,0,0,9,7,2,2,0
Airport,Coimbatore,"Taxi / Parking",12,0,0,12,12,0,NA,11,1,0,1,0,0,0,0,0,0,12,11,1,1,0
Airport,Jammu,"Taxi / Parking",2,0,0,2,2,0,NA,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0
Airport,Tiruchirappalli,Other,15,0,0,15,15,0,NA,14,1,0,0,0,0,1,0,0,1,15,12,3,3,0
Airport,Goa,"Taxi / Parking",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,2,1,1,0
Airport,Goa,"Trolly / Ameniites / Buggy / Wifi",9,0,0,9,9,0,NA,7,2,2,0,0,0,0,0,0,0,9,7,2,2,0
Security,Coimbatore,"Boarding Gate",2,0,0,2,2,0,NA,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0
Security,Chennai,"Terminal Entry",19,0,0,19,19,0,NA,19,0,0,0,0,0,0,0,0,1,19,18,1,1,0
Security,Pune,Other,6,0,0,6,6,0,NA,4,2,1,1,0,0,0,0,0,0,6,4,2,2,0
Security,Ahmedabad,Other,9,0,0,9,9,0,NA,8,1,0,0,1,0,0,0,0,0,9,8,1,1,0
Security,Amritsar,"Security Check",10,0,0,10,10,0,NA,9,1,1,0,0,0,0,0,0,0,10,9,1,1,0
Security,Hyderabad,"Terminal Entry",12,0,0,11,11,0,NA,11,1,1,0,0,0,0,0,0,0,12,11,1,1,0
Airline,NA,,8,0,0,8,8,0,NA,8,0,0,0,0,0,0,8,0,8,8,8,0,0,0
Airline,"Emirates Airline",Maintenance,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"United Airlines","Ticketing, Fares &amp; Refunds",16,0,0,11,11,0,NA,16,0,0,0,0,0,0,0,0,0,16,16,0,0,0
Airline,"Virgin Atlantic",Other,4,0,0,2,2,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"China Southern","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"China Southern","Flight Delays",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"China Southern",Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Ethiopian Airlines",Meal,2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Thai Lion Air","Ticketing, Fares &amp; Refunds",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Gulf Air","Ticketing, Fares &amp; Refunds",15,0,1,6,6,0,NA,14,0,0,0,0,0,0,0,0,2,15,15,0,0,0
Airline,"Air China","Flight Delays",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air China","Ticketing, Fares &amp; Refunds",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Dragon Air","Check-in &amp; Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Etihad Airways",Maintenance,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0
Airline,"United Airlines Bangladesh Ltd","Ticketing, Fares & Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Silk Air","Staff / Crew Behavior",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Buddha Air","Ticketing, Fares &amp; Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Thai Air Asia","Flight Delays",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Kenya Airways",Baggage,9,0,0,8,8,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Airline,"Nepal Airlines Corporation","Check-in &amp; Boarding",4,0,0,1,1,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"Iraqi Airways","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airline,"VietJet Air",Other,30,0,0,22,22,0,NA,30,0,0,0,0,0,0,0,0,0,30,30,0,0,0
Airline,Jetlite,"Ticketing, Fares & Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Manas","Ticketing, Fares & Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Singapore Airlines","Check-in & Boarding",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Singapore Airlines","Check-in &amp; Boarding",5,0,0,2,2,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airline,"Turkish Airlines",Meal,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Air Arabia","Staff / Crew Behavior",8,0,0,8,8,1,NA,8,0,0,0,0,0,0,0,0,1,8,8,0,0,0
Airline,"Air Arabia","Ticketing, Fares & Refunds",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Oman Airlines","Check-in &amp; Boarding",6,0,0,3,3,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airline,"Oman Airlines",Meal,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"KLM Airlines","Check-in &amp; Boarding",11,0,0,3,3,0,NA,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0
Airline,"KLM Airlines",Meal,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Thai Airways","Staff / Crew Behavior",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Air Astana","Ticketing, Fares &amp; Refunds",7,0,0,6,6,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airline,"Srilankan Airways",Baggage,17,0,0,15,15,0,NA,17,0,0,0,0,0,0,0,0,2,17,17,0,0,0
Airline,"Srilankan Airways","Check-in &amp; Boarding",12,0,0,2,2,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airline,"Srilankan Airways","Staff / Crew Behavior",6,0,0,5,5,1,NA,6,0,0,0,0,0,0,0,0,1,6,6,0,0,0
Airline,"Finn Air",Meal,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Finn Air",Other,2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,TruJet,,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0
Airline,TruJet,Maintenance,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"Akasa Air","Person With Disability",5,0,0,3,3,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airline,"Korean Air","Ticketing, Fares & Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Japan Airlines","Flight Delays",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Seychelles",,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airline,"Malindo Airways","Check-in & Boarding",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airline,"Malindo Airways","Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"China Eastern Airlines","Ticketing, Fares & Refunds",14,0,0,14,14,0,NA,14,0,0,0,0,0,0,0,0,0,14,14,0,0,0
Airline,"Bhutan Airlines","Ticketing, Fares &amp; Refunds",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Uzbekistan Airways","Ticketing, Fares & Refunds",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,"Swiss Air","Check-in &amp; Boarding",13,0,0,4,4,0,NA,13,0,0,0,0,0,0,0,0,0,13,13,0,0,0
"Helicopter - General Aviation",NA,"Global Vectra Helicorp",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
"Helicopter - General Aviation",NA,"Aman Aviation &amp; Aerospace Sol.",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Patna,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Mumbai,Other,8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Customs,Aizwal,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Amritsar,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Customs,Guwahati,Departure,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Customs,Delhi,Departure,8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Customs,Thiruvananthapuram,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Kochi,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Thiruvananthapuram,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Lilabari,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Surat,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Immigration,Visakhapatnam,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Calicut,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Amritsar,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Hyderabad,Arrival,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Immigration,Hyderabad,Departure,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
BCAS,BCAS,,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0
Airport,Hyderabad,,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,2,1,2,3,3,0,0,0
Airport,Thiruvananthapuram,"Air Conditioning / Maintenance",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Varanasi,"Seating / Waiting Area",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Varanasi,"Staff / Crew behavoiur",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Bhubaneswar,"Baggage / Lost & Found ",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,1,0,0,7,7,0,0,0
Airport,Bhubaneswar,"Baggage / Lost &amp; Found ",14,0,0,14,14,0,NA,14,0,0,0,0,0,0,0,0,0,14,14,0,0,0
Airport,Malda,"Baggage / Lost &amp; Found ",6,0,2,2,2,0,NA,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Malda,"Retail Shops / Food &amp; Beverage",6,2,0,3,3,0,NA,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Nasik,"Staff / Crew behavoiur",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Rajkot,"Cleanliness / Hygiene",10,0,0,7,7,0,NA,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0
Airport,Gaya,"Taxi / Parking",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Lucknow,"Signages / Flight Display",8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airport,Kochi,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Pondicherry,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mumbai,"Signages / Flight Display",26,0,0,23,23,0,NA,26,0,0,0,0,0,0,0,0,1,26,26,0,0,0
Airport,Shillong,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kolhapur,Other,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Visakhapatnam,"Seating / Waiting Area",12,0,0,12,12,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airport,Amritsar,"Baggage / Lost &amp; Found ",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Amritsar,"Retail Shops / Food & Beverage",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Amritsar,"Trolly / Ameniites / Buggy / Wifi",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Imphal,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Rajahmundry,"Seating / Waiting Area",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Agra,"Staff / Crew behavoiur",3,0,0,2,2,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Jodhpur,"Trolly / Ameniites / Buggy / Wifi",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Ludhiana,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Dehradun,"Cleanliness / Hygiene",3,0,0,1,1,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Dehradun,"Person With Disability",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Port Blair","Cleanliness / Hygiene",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,"Port Blair","Seating / Waiting Area",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,"Kannur International Airport","Baggage / Lost &amp; Found ",3,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,"Kannur International Airport","Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Kannur International Airport","Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bhuj,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jaipur,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airport,Jaipur,"Person With Disability",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Jaipur,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Vijayawada,"Baggage / Lost &amp; Found ",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Airport,Vijayawada,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Ranchi,"Baggage / Lost & Found ",9,0,0,9,9,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Airport,Ranchi,"Retail Shops / Food & Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Ranchi,"Seating / Waiting Area",8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airport,Sholapur,Other,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Indore,"Baggage / Lost & Found ",6,0,0,5,5,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Silchar,"Baggage / Lost &amp; Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Silchar,"Trolly / Ameniites / Buggy / Wifi",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Porbandar,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Allahabad,"Taxi / Parking",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Raipur,"Signages / Flight Display",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Tuticorin,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Jaisalmer,"Staff / Crew behavoiur",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kanpur,"Taxi / Parking",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Chandigarh,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Gwalior,"Cleanliness / Hygiene",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Gwalior,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Gwalior,"Taxi / Parking",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Udaipur,"Baggage / Lost &amp; Found ",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Udaipur,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Udaipur,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Tirupati,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tirupati,"Baggage / Lost &amp; Found ",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Hubli,"Cleanliness / Hygiene",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Aizwal,"Cleanliness / Hygiene",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Coimbatore,"Air Conditioning / Maintenance",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tezpur,"Retail Shops / Food &amp; Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bhopal,"Staff / Crew behavoiur",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Bhopal,"Taxi / Parking",12,0,0,12,12,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airport,Dibrugarh,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Dibrugarh,"Taxi / Parking",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Tiruchirappalli,"Air Conditioning / Maintenance",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tiruchirappalli,"Baggage / Lost & Found ",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Tiruchirappalli,"Staff / Crew behavoiur",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,,,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0
Airport,Srinagar,"Baggage / Lost & Found ",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Srinagar,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Srinagar,"Retail Shops / Food & Beverage",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Mangalore,"Baggage / Lost & Found ",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Mangalore,"Seating / Waiting Area",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Jamnagar,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Coimbatore,Other,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Vadodara,"Security Check",11,0,0,11,11,0,NA,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0
Security,Silchar,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Mysore,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Jabalpur,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Aurangabad,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Varanasi,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Pune,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Jodhpur,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,lmphal,"Security Check",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Goa,Other,8,0,0,8,8,0,NA,8,0,0,0,0,0,0,1,0,1,8,8,0,0,0
Security,Bhopal,Other,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Lucknow,"Security Check",21,0,0,21,21,0,NA,21,0,0,0,0,0,0,0,0,0,21,21,0,0,0
Security,Dehradun,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Raipur,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Jaipur,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Jaipur,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Dibrugarh,"Security Check",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Security,"Port Blair",Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,"Port Blair","Security Check",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Pantnagar,"Security Check",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Surat,"Security Check",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Nagpur,"Security Check",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Nagpur,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Rajkot,"Security Check",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Mangalore,"Security Check",8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airport,Delhi,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport,Mangalore,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,NA,"Check-in & Boarding",1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicopter - General Aviation",NA,,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
